game_id,home,away,total_home_EPA,total_away_EPA,season,home_win
401636864,Kansas State,Arizona,23.908881605121277,-23.908881605121277,2024,1
401636865,Miami (OH),Cincinnati,-13.706228831299432,13.706228831299432,2024,0
401636866,TCU,UCF,-32.99392548845872,32.99392548845872,2024,0
401636867,Texas State,Arizona State,-5.790978760702329,5.790978760702329,2024,0
401636868,Texas Tech,North Texas,26.180970041524027,-26.180970041524027,2024,1
401636869,Tulsa,Oklahoma State,-25.948007596729454,25.948007596729454,2024,0
401636870,Utah State,Utah,-6.2722461632552164,6.2722461632552164,2024,0
401636871,Wyoming,BYU,-18.0355479213534,18.0355479213534,2024,0
401636872,BYU,Kansas State,18.805129575272414,-18.805129575272414,2024,1
401636873,Cincinnati,Houston,31.913302834911004,-31.913302834911004,2024,1
401636874,Colorado,Baylor,4.089585054879219,-4.089585054879219,2024,1
401636875,Iowa State,Arkansas State,30.16309975555025,-30.16309975555025,2024,1
401636876,Oklahoma State,Utah,-6.609302720555374,6.609302720555374,2024,0
401636877,Texas Tech,Arizona State,-2.4824186374921653,2.4824186374921653,2024,1
401636879,West Virginia,Kansas,5.735240689510649,-5.735240689510649,2024,1
401636880,Baylor,BYU,2.931750761679193,-2.931750761679193,2024,0
401636881,Houston,Iowa State,-21.860368622426076,21.860368622426076,2024,0
401636882,Kansas,TCU,-5.402567222869116,5.402567222869116,2024,0
401636883,Kansas State,Oklahoma State,19.15163290106872,-19.15163290106872,2024,1
401636884,Texas Tech,Cincinnati,10.415417310690817,-10.415417310690817,2024,1
401636885,UCF,Colorado,-21.04460465185226,21.04460465185226,2024,0
401636886,Utah,Arizona,-15.075797721960237,15.075797721960237,2024,0
401636887,Arizona,Texas Tech,4.588231486028541,-4.588231486028541,2024,0
401636888,Arizona State,Kansas,3.4110071248182945,-3.4110071248182945,2024,1
401636889,Iowa State,Baylor,27.92439343973252,-27.92439343973252,2024,1
401636890,Oklahoma State,West Virginia,-21.954642258736847,21.954642258736847,2024,0
401636891,TCU,Houston,-8.144529370194093,8.144529370194093,2024,0
401636892,Arizona State,Utah,8.718533525181707,-8.718533525181707,2024,1
401636893,BYU,Arizona,9.53814656487107,-9.53814656487107,2024,1
